word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
stall,0,0,0.133,0,0,0,0,0
bran,0,0,0.125,0,0,0,0,0
lord,0,0,0.125,0,0.312,0,0,0.445
lemon,0,0,0.109,0,0,0,0,0
glitter,0,0,0.094,0,0.422,0,0,0
interior,0,0,0.086,0,0,0,0,0.320
mind,0,0,0.086,0,0,0,0,0
interested,0,0,0.078,0,0,0.114,0,0
kite,0,0,0.055,0,0,0,0,0
humble,0,0,0.047,0,0.344,0.078,0,0.680
terrorists,0,0,0,0.969,0,0,0,0
suicidebombing,0,0,0,0.967,0,0,0,0
kill,0,0,0,0.962,0,0.797,0,0
terror,0,0,0,0.953,0,0,0,0
war,0,0,0,0.942,0,0,0,0
bombing,0,0,0,0.938,0,0,0,0
missiles,0,0,0,0.934,0,0,0,0
horrified,0,0,0,0.922,0,0,0,0
terrifying,0,0,0,0.906,0,0,0,0
fatality,0,0,0,0.906,0,0.766,0,0
terrified,0,0,0,0.906,0,0,0,0
horrors,0,0,0,0.906,0,0.828,0,0
doomed,0,0,0,0.888,0,0.766,0,0
explosion,0,0,0,0.879,0,0,0.898,0
ihatespiders,0,0,0,0.859,0,0,0,0
tragedy,0,0,0,0.859,0,0.906,0,0
fright,0,0,0,0.853,0,0,0.836,0
monster,0,0,0,0.844,0,0,0,0
apocalypse,0,0,0,0.844,0,0,0,0
frightened,0,0,0,0.844,0,0,0.867,0
scariest,0,0,0,0.844,0,0,0,0
panicked,0,0,0,0.844,0,0,0,0
petrified,0,0,0,0.844,0,0,0,0
afraid,0,0,0,0.844,0,0,0,0
frightening,0,0,0,0.844,0,0,0,0
drown,0,0,0,0.844,0,0.641,0,0
grenade,0,0,0,0.828,0,0,0,0
frighten,0,0,0,0.828,0,0.578,0.875,0
paralyze,0,0,0,0.828,0,0,0,0
gunmen,0,0,0,0.828,0,0,0,0
nightmare,0,0,0,0.828,0,0,0,0
doom,0,0,0,0.828,0,0,0,0
kidnapped,0,0,0,0.828,0,0,0,0
trauma,0,0,0,0.828,0,0,0,0
crippling,0,0,0,0.817,0,0,0,0
quake,0,0,0,0.812,0,0,0,0
heartattack,0,0,0,0.812,0,0,0,0
hurricane,0,0,0,0.811,0,0,0,0
exterminate,0,0,0,0.810,0,0.736,0,0
fearing,0,0,0,0.808,0,0,0,0
claustrophobia,0,0,0,0.803,0,0,0,0
snakes,0,0,0,0.802,0,0,0,0
danger,0,0,0,0.802,0,0.719,0,0
exorcism,0,0,0,0.800,0,0.641,0,0
terrifies,0,0,0,0.798,0,0,0,0
cyanide,0,0,0,0.797,0,0,0,0
anxietyattack,0,0,0,0.797,0,0,0,0
bombers,0,0,0,0.797,0,0,0,0
biggestfear,0,0,0,0.797,0,0,0,0
hysteria,0,0,0,0.797,0,0,0,0
warcrimes,0,0,0,0.785,0,0,0,0
perish,0,0,0,0.784,0,0.859,0,0
feared,0,0,0,0.782,0,0,0,0
freakingout,0,0,0,0.781,0,0,0,0
lifeless,0,0,0,0.781,0,0.797,0,0
panicattack,0,0,0,0.774,0,0,0,0
crisis,0,0,0,0.766,0,0,0,0
hazardous,0,0,0,0.766,0,0,0,0
fearful,0,0,0,0.766,0,0.766,0,0
dangerously,0,0,0,0.766,0,0,0,0
shipwreck,0,0,0,0.766,0,0.562,0,0
scary,0,0,0,0.766,0,0,0,0
tumor,0,0,0,0.766,0,0,0,0
die,0,0,0,0.766,0,0.773,0,0
detonate,0,0,0,0.766,0,0,0.773,0
jihad,0,0,0,0.766,0,0,0,0
ohshit,0,0,0,0.766,0,0,0,0
claustrophobic,0,0,0,0.765,0,0,0,0
hyperventilating,0,0,0,0.762,0,0,0,0
nightmares,0,0,0,0.759,0,0,0,0
ghostly,0,0,0,0.754,0,0,0,0
ptsd,0,0,0,0.750,0,0,0,0
tragedies,0,0,0,0.750,0,0,0,0
panic,0,0,0,0.750,0,0,0,0
hurricanes,0,0,0,0.750,0,0,0,0
wrenching,0,0,0,0.750,0,0,0,0
tyranny,0,0,0,0.750,0,0.562,0,0
dangerous,0,0,0,0.750,0,0,0,0
obliteration,0,0,0,0.750,0,0.750,0,0
projectiles,0,0,0,0.750,0,0,0,0
hazard,0,0,0,0.750,0,0,0,0
accident,0,0,0,0.750,0,0.516,0.750,0
mortuary,0,0,0,0.750,0,0.797,0,0
fears,0,0,0,0.750,0,0,0,0
malignancy,0,0,0,0.742,0,0.803,0,0
bomber,0,0,0,0.734,0,0.547,0,0
crash,0,0,0,0.734,0,0.500,0.734,0
tornado,0,0,0,0.734,0,0,0,0
hyperventilate,0,0,0,0.734,0,0,0,0
melee,0,0,0,0.734,0,0,0,0
missile,0,0,0,0.734,0,0,0,0
mafia,0,0,0,0.734,0,0,0,0
scared,0,0,0,0.734,0,0,0,0
alligator,0,0,0,0.727,0,0,0,0
ruin,0,0,0,0.725,0,0.656,0,0
shooter,0,0,0,0.722,0,0,0,0
injured,0,0,0,0.719,0,0.609,0,0
desperation,0,0,0,0.719,0,0.750,0,0
seizure,0,0,0,0.719,0,0,0,0
harm,0,0,0,0.719,0,0,0,0
emergency,0,0,0,0.719,0,0.641,0.828,0
phobia,0,0,0,0.719,0,0,0,0
excruciating,0,0,0,0.719,0,0,0,0
miscarriage,0,0,0,0.719,0,0.824,0,0
starvation,0,0,0,0.719,0,0.819,0,0
frantically,0,0,0,0.717,0,0,0,0
soscary,0,0,0,0.712,0,0,0,0
panicking,0,0,0,0.708,0,0,0,0
rupture,0,0,0,0.706,0,0.588,0.719,0
freaked,0,0,0,0.703,0,0,0,0
sos,0,0,0,0.703,0,0,0,0
cobra,0,0,0,0.703,0,0,0,0
dreaded,0,0,0,0.703,0,0,0,0
harrowing,0,0,0,0.703,0,0,0,0
prey,0,0,0,0.703,0,0,0,0
gash,0,0,0,0.703,0,0,0,0
terminal,0,0,0,0.703,0,0.688,0,0
carcinoma,0,0,0,0.703,0,0.703,0,0
avalanche,0,0,0,0.703,0,0.453,0.711,0
cripple,0,0,0,0.703,0,0.719,0,0
agonizing,0,0,0,0.703,0,0,0,0
crocodile,0,0,0,0.700,0,0,0,0
abduction,0,0,0,0.700,0,0.750,0.773,0
mayhem,0,0,0,0.690,0,0,0,0
shrapnel,0,0,0,0.688,0,0,0,0
guerilla,0,0,0,0.688,0,0,0,0
paranoid,0,0,0,0.688,0,0,0,0
agoraphobia,0,0,0,0.688,0,0,0,0
alarm,0,0,0,0.688,0,0,0.852,0
cyclone,0,0,0,0.688,0,0,0.648,0
hopeless,0,0,0,0.688,0,0.688,0,0.203
wounding,0,0,0,0.688,0,0,0,0
socialanxiety,0,0,0,0.688,0,0,0,0
radiation,0,0,0,0.688,0,0,0,0
coffin,0,0,0,0.684,0,0.672,0,0
spook,0,0,0,0.673,0,0,0,0
perishing,0,0,0,0.672,0,0.804,0,0
felon,0,0,0,0.672,0,0,0,0
trembling,0,0,0,0.672,0,0,0,0
militants,0,0,0,0.672,0,0,0,0
dungeon,0,0,0,0.672,0,0,0,0
outbreak,0,0,0,0.672,0,0,0,0
frankenstorm,0,0,0,0.672,0,0,0,0
viper,0,0,0,0.672,0,0,0,0
nervouswreck,0,0,0,0.672,0,0,0,0
fangs,0,0,0,0.672,0,0,0,0
scarier,0,0,0,0.672,0,0,0,0
soscared,0,0,0,0.672,0,0,0,0
ghost,0,0,0,0.672,0,0,0,0
freakedout,0,0,0,0.672,0,0,0,0
tarantula,0,0,0,0.672,0,0,0,0
battered,0,0,0,0.667,0,0.734,0,0
desolation,0,0,0,0.667,0,0.797,0,0
pandemic,0,0,0,0.664,0,0.750,0,0
volcano,0,0,0,0.663,0,0,0.664,0
scares,0,0,0,0.660,0,0,0,0
typhoon,0,0,0,0.656,0,0,0,0
alarming,0,0,0,0.656,0,0,0.773,0
neurosis,0,0,0,0.656,0,0.531,0,0
coma,0,0,0,0.656,0,0.500,0,0
stroke,0,0,0,0.656,0,0.406,0,0
fearfully,0,0,0,0.656,0,0.609,0.531,0
battlefield,0,0,0,0.656,0,0,0,0
emetophobia,0,0,0,0.656,0,0,0,0
dictator,0,0,0,0.656,0,0,0,0
blizzard,0,0,0,0.656,0,0,0,0
endangered,0,0,0,0.656,0,0,0,0
selfharm,0,0,0,0.656,0,0,0,0
despotic,0,0,0,0.656,0,0,0,0
encroachment,0,0,0,0.656,0,0,0,0
shitless,0,0,0,0.656,0,0,0,0
radioactive,0,0,0,0.656,0,0,0,0
projectile,0,0,0,0.654,0,0,0,0
rattlesnake,0,0,0,0.641,0,0,0,0
quivering,0,0,0,0.641,0,0,0,0
perturbation,0,0,0,0.641,0,0,0,0
tumour,0,0,0,0.641,0,0.781,0,0
isolated,0,0,0,0.641,0,0.547,0,0
cantbreathe,0,0,0,0.641,0,0,0,0
demented,0,0,0,0.641,0,0,0,0
deteriorate,0,0,0,0.641,0,0.625,0,0
warlock,0,0,0,0.641,0,0,0,0
demise,0,0,0,0.641,0,0.717,0,0
dreading,0,0,0,0.641,0,0,0,0
raptors,0,0,0,0.641,0,0,0,0
haunt,0,0,0,0.641,0,0,0,0
wildfire,0,0,0,0.641,0,0.406,0.641,0
intimidate,0,0,0,0.641,0,0,0,0
targeted,0,0,0,0.641,0,0,0,0
dementia,0,0,0,0.641,0,0.688,0,0
fire,0,0,0,0.636,0,0,0,0
armaments,0,0,0,0.636,0,0,0,0
corrosive,0,0,0,0.636,0,0,0,0
nervousness,0,0,0,0.627,0,0,0,0
pneumonia,0,0,0,0.625,0,0,0,0
mercenary,0,0,0,0.625,0,0,0,0
repression,0,0,0,0.625,0,0,0,0
wicked,0,0,0,0.625,0,0,0,0
seize,0,0,0,0.625,0,0,0,0
landslide,0,0,0,0.625,0,0.375,0,0
spiders,0,0,0,0.625,0,0,0,0
stunned,0,0,0,0.625,0,0,0.820,0
manic,0,0,0,0.625,0,0,0,0
turbulent,0,0,0,0.625,0,0,0,0
meltdown,0,0,0,0.625,0,0.703,0,0
infection,0,0,0,0.625,0,0,0,0
sarcoma,0,0,0,0.625,0,0.797,0,0
artillery,0,0,0,0.625,0,0,0,0
wracking,0,0,0,0.625,0,0,0,0
irreparable,0,0,0,0.625,0,0.609,0,0
barbarian,0,0,0,0.620,0,0,0,0
plummet,0,0,0,0.613,0,0,0,0
darkened,0,0,0,0.610,0,0.438,0,0
hangman,0,0,0,0.610,0,0,0,0
interrogation,0,0,0,0.609,0,0,0,0
sufferer,0,0,0,0.609,0,0.770,0,0
injuring,0,0,0,0.609,0,0,0,0
illness,0,0,0,0.609,0,0.688,0,0
merciless,0,0,0,0.609,0,0,0,0
insurmountable,0,0,0,0.609,0,0.625,0,0
injection,0,0,0,0.609,0,0,0,0
dagger,0,0,0,0.609,0,0,0,0
nerves,0,0,0,0.600,0,0,0,0
villain,0,0,0,0.595,0,0,0,0
pounding,0,0,0,0.594,0,0,0,0
shelling,0,0,0,0.594,0,0,0,0
sepsis,0,0,0,0.594,0,0.611,0,0
cardiomyopathy,0,0,0,0.594,0,0.422,0,0
pain,0,0,0,0.594,0,0.719,0,0
flee,0,0,0,0.594,0,0,0,0
restrained,0,0,0,0.594,0,0,0,0
dragon,0,0,0,0.594,0,0,0,0
haze,0,0,0,0.594,0,0,0,0
tribulation,0,0,0,0.594,0.328,0.453,0,0
torrent,0,0,0,0.594,0,0,0,0
fraught,0,0,0,0.594,0,0.722,0,0
casket,0,0,0,0.594,0,0.656,0,0
euthanasia,0,0,0,0.594,0,0.927,0,0
paranoia,0,0,0,0.594,0,0,0,0
wounded,0,0,0,0.592,0,0,0,0
sostressed,0,0,0,0.578,0,0,0,0
abyss,0,0,0,0.578,0,0.594,0,0
demoralized,0,0,0,0.578,0,0.781,0,0
haunted,0,0,0,0.578,0,0.422,0,0
evacuate,0,0,0,0.578,0,0,0,0
jail,0,0,0,0.578,0,0.656,0,0
shady,0,0,0,0.578,0,0,0,0
surgery,0,0,0,0.578,0,0.344,0,0
infliction,0,0,0,0.578,0,0.562,0,0
quarantine,0,0,0,0.578,0,0,0,0
eatingdisorders,0,0,0,0.578,0,0,0,0
pained,0,0,0,0.578,0,0.833,0,0
shudder,0,0,0,0.578,0,0,0,0
grizzly,0,0,0,0.578,0,0,0,0
angina,0,0,0,0.578,0,0,0,0
unholy,0,0,0,0.575,0,0,0,0
comatose,0,0,0,0.575,0,0.562,0,0
toxin,0,0,0,0.575,0,0,0,0
forced,0,0,0,0.569,0,0,0,0
cowardice,0,0,0,0.567,0,0.652,0,0
crypt,0,0,0,0.566,0,0.594,0,0
smuggle,0,0,0,0.565,0,0,0,0
masks,0,0,0,0.562,0,0,0,0
jitters,0,0,0,0.562,0,0,0,0
syncope,0,0,0,0.562,0,0.407,0.414,0
evasion,0,0,0,0.562,0,0.484,0,0
apprehend,0,0,0,0.562,0,0,0,0
polio,0,0,0,0.562,0,0.656,0,0
misfortune,0,0,0,0.562,0,0.516,0,0
vanished,0,0,0,0.562,0,0.695,0.727,0
afflict,0,0,0,0.562,0,0.789,0,0
martyr,0,0,0,0.562,0,0.556,0,0
purge,0,0,0,0.562,0,0,0,0
worries,0,0,0,0.562,0,0,0,0
incrimination,0,0,0,0.562,0,0.545,0,0
grave,0,0,0,0.562,0,0.727,0,0
freak,0,0,0,0.562,0,0,0,0
gunpowder,0,0,0,0.562,0,0,0,0
eeek,0,0,0,0.562,0,0,0,0
martyrdom,0,0,0,0.562,0,0.594,0,0
unsafe,0,0,0,0.561,0,0,0,0
worstfeeling,0,0,0,0.560,0,0,0,0
disable,0,0,0,0.558,0,0.529,0,0
decay,0,0,0,0.557,0,0.482,0,0
vulnerability,0,0,0,0.548,0,0.469,0,0
scandal,0,0,0,0.547,0,0,0,0
appendicitis,0,0,0,0.547,0,0.438,0,0
siren,0,0,0,0.547,0,0,0,0
brigade,0,0,0,0.547,0,0,0,0
ailing,0,0,0,0.547,0,0.656,0,0
asylum,0,0,0,0.547,0,0,0,0
needles,0,0,0,0.547,0,0,0,0
defenseless,0,0,0,0.547,0,0.526,0,0
apparition,0,0,0,0.547,0,0,0.633,0
flood,0,0,0,0.547,0,0,0,0
bondage,0,0,0,0.547,0,0.328,0,0
neuralgia,0,0,0,0.547,0,0.422,0,0
samurai,0,0,0,0.547,0,0,0,0
senile,0,0,0,0.547,0,0.500,0,0
plunge,0,0,0,0.547,0,0,0,0
cemetery,0,0,0,0.541,0,0.766,0,0
phantom,0,0,0,0.538,0,0,0,0
fled,0,0,0,0.534,0,0,0,0
shaking,0,0,0,0.531,0,0,0,0
endocarditis,0,0,0,0.531,0,0.562,0,0
cowardly,0,0,0,0.531,0,0,0,0
punish,0,0,0,0.531,0,0,0,0
carnivorous,0,0,0,0.531,0,0,0,0
unstable,0,0,0,0.531,0,0,0.609,0
incursion,0,0,0,0.531,0,0,0,0
stalk,0,0,0,0.531,0,0,0,0
disembodied,0,0,0,0.531,0,0.660,0,0
stressed,0,0,0,0.531,0,0,0,0
helpless,0,0,0,0.531,0,0.594,0,0
atherosclerosis,0,0,0,0.531,0,0.500,0,0
manifestation,0,0,0,0.531,0,0,0,0
captor,0,0,0,0.531,0,0,0,0
buried,0,0,0,0.531,0,0.703,0,0
freakout,0,0,0,0.531,0,0,0,0
abandon,0,0,0,0.531,0,0.703,0,0
eek,0,0,0,0.531,0,0,0,0
jarring,0,0,0,0.531,0,0.422,0,0
stormy,0,0,0,0.531,0,0,0,0
blood,0,0,0,0.525,0,0,0,0
hiding,0,0,0,0.524,0,0,0,0
cult,0,0,0,0.518,0,0,0,0
captive,0,0,0,0.517,0,0.576,0,0
emaciated,0,0,0,0.516,0,0.719,0,0
badfeeling,0,0,0,0.516,0,0,0,0
embolism,0,0,0,0.516,0,0.531,0,0
helplessness,0,0,0,0.516,0,0.828,0,0
relapse,0,0,0,0.516,0,0.530,0,0
chased,0,0,0,0.516,0,0,0,0
suspect,0,0,0,0.516,0,0,0,0
fang,0,0,0,0.516,0,0,0,0
biopsy,0,0,0,0.516,0,0,0,0
depression,0,0,0,0.508,0,0.925,0,0
infarct,0,0,0,0.500,0,0,0.492,0
surrender,0,0,0,0.500,0,0.453,0,0.281
prayforme,0,0,0,0.500,0,0,0,0
eeeek,0,0,0,0.500,0,0,0,0
cliff,0,0,0,0.500,0,0,0,0
scalpel,0,0,0,0.500,0,0,0,0
downfall,0,0,0,0.500,0,0.594,0,0
vertigo,0,0,0,0.500,0,0,0,0
premeditated,0,0,0,0.500,0,0,0,0
snowmageddon,0,0,0,0.500,0,0,0,0
wasp,0,0,0,0.500,0,0,0,0
indefensible,0,0,0,0.484,0,0,0,0
sonervous,0,0,0,0.484,0,0,0,0
ambulance,0,0,0,0.484,0,0,0,0.555
palpitations,0,0,0,0.484,0,0,0,0
hallucination,0,0,0,0.484,0,0,0,0
blackness,0,0,0,0.484,0,0.375,0,0
intrusion,0,0,0,0.484,0,0,0,0
syringe,0,0,0,0.484,0,0,0,0
indictment,0,0,0,0.484,0,0,0,0
canthandleit,0,0,0,0.484,0,0,0,0
insecurity,0,0,0,0.484,0,0,0,0
ravine,0,0,0,0.484,0,0,0,0
hospital,0,0,0,0.484,0,0.484,0,0.531
armor,0,0,0,0.484,0,0,0,0.484
hearse,0,0,0,0.484,0,0.703,0,0
jumpy,0,0,0,0.484,0,0,0,0
perjury,0,0,0,0.484,0,0,0.414,0
worse,0,0,0,0.484,0,0.453,0,0
ohno,0,0,0,0.484,0,0,0,0
lion,0,0,0,0.484,0,0,0,0
inspection,0,0,0,0.483,0,0,0,0
despairing,0,0,0,0.474,0,0.672,0,0
missing,0,0,0,0.474,0,0.719,0,0
darken,0,0,0,0.471,0,0.406,0,0
austere,0,0,0,0.470,0,0.359,0,0
fret,0,0,0,0.469,0,0,0,0
breakdown,0,0,0,0.469,0,0,0,0
superstition,0,0,0,0.469,0,0,0,0
armored,0,0,0,0.469,0,0,0,0
overwhelmed,0,0,0,0.469,0,0.609,0,0
precipice,0,0,0,0.469,0,0,0,0
asteroid,0,0,0,0.469,0,0,0,0
jaws,0,0,0,0.469,0,0,0,0
sinking,0,0,0,0.469,0,0,0,0
admonition,0,0,0,0.469,0,0,0,0
quiver,0,0,0,0.469,0,0,0,0
startle,0,0,0,0.469,0,0,0.875,0
toothache,0,0,0,0.469,0,0,0,0
foreclose,0,0,0,0.469,0,0.453,0,0
fever,0,0,0,0.469,0,0,0,0
regime,0,0,0,0.469,0,0,0,0
worried,0,0,0,0.466,0,0.621,0,0
puma,0,0,0,0.465,0,0,0.312,0
thirteenth,0,0,0,0.465,0,0,0,0
destitute,0,0,0,0.455,0,0.766,0,0
powerfully,0,0,0,0.454,0,0,0,0
apprehension,0,0,0,0.453,0,0,0,0
dinosaur,0,0,0,0.453,0,0,0,0
stranger,0,0,0,0.453,0,0,0,0
spasm,0,0,0,0.453,0,0,0,0
unspeakable,0,0,0,0.453,0,0,0.656,0
penal,0,0,0,0.453,0,0.469,0,0
lockup,0,0,0,0.453,0,0.359,0,0
wail,0,0,0,0.453,0,0.672,0,0
omgomgomg,0,0,0,0.453,0,0,0,0
ohgod,0,0,0,0.453,0,0,0,0
straits,0,0,0,0.453,0,0,0,0
orphan,0,0,0,0.453,0,0.734,0,0
stress,0,0,0,0.439,0,0,0,0
behemoth,0,0,0,0.439,0,0,0,0
accidental,0,0,0,0.438,0,0,0.672,0
cabal,0,0,0,0.438,0,0,0,0
debacle,0,0,0,0.438,0,0.609,0,0
looming,0,0,0,0.438,0,0,0,0
forfeiture,0,0,0,0.438,0,0.531,0,0
infirmity,0,0,0,0.438,0,0,0,0
falter,0,0,0,0.438,0,0,0,0
aghhh,0,0,0,0.438,0,0,0,0
bewildered,0,0,0,0.438,0,0,0.719,0
asp,0,0,0,0.438,0,0,0,0
mace,0,0,0,0.438,0,0,0,0
indomitable,0,0,0,0.438,0,0,0,0
unprepared,0,0,0,0.438,0,0,0,0
coldsweat,0,0,0,0.438,0,0,0,0
dentists,0,0,0,0.438,0,0,0,0
predicament,0,0,0,0.438,0,0,0,0
targeting,0,0,0,0.438,0,0,0,0
gasping,0,0,0,0.438,0,0,0,0
broke,0,0,0,0.438,0,0.484,0,0
halting,0,0,0,0.435,0,0.297,0,0
rebels,0,0,0,0.435,0,0,0,0
stake,0,0,0,0.423,0,0,0,0
reticent,0,0,0,0.422,0,0,0,0
stresses,0,0,0,0.422,0,0,0,0
fainting,0,0,0,0.422,0,0.359,0.500,0
extrajudicial,0,0,0,0.422,0,0,0,0
thumping,0,0,0,0.422,0,0,0,0
depress,0,0,0,0.422,0,0.755,0,0
hydra,0,0,0,0.422,0,0,0,0
stressin,0,0,0,0.422,0,0,0,0
coyote,0,0,0,0.422,0,0,0,0
disappear,0,0,0,0.422,0,0,0,0
depresson,0,0,0,0.422,0,0,0,0
publicspeaking,0,0,0,0.422,0,0,0,0
burdensome,0,0,0,0.422,0,0.634,0,0
bier,0,0,0,0.422,0,0.500,0,0
prowl,0,0,0,0.422,0,0,0.469,0
suspension,0,0,0,0.422,0,0,0,0
unsteady,0,0,0,0.422,0,0,0,0
heathen,0,0,0,0.422,0,0,0,0
outsider,0,0,0,0.413,0,0,0,0
weakly,0,0,0,0.406,0,0.544,0,0
penance,0,0,0,0.406,0,0.531,0,0
distressed,0,0,0,0.406,0,0,0,0
dominant,0,0,0,0.406,0,0,0,0
insolvent,0,0,0,0.406,0,0.422,0,0.289
wary,0,0,0,0.406,0,0,0,0
ohdear,0,0,0,0.406,0,0,0,0
drones,0,0,0,0.406,0,0,0,0
stretcher,0,0,0,0.406,0,0.391,0,0
stressing,0,0,0,0.406,0,0,0,0
omnipotence,0,0,0,0.406,0,0,0,0
rubble,0,0,0,0.406,0,0.282,0,0
whimper,0,0,0,0.406,0,0.576,0,0
screech,0,0,0,0.406,0,0,0.641,0
resection,0,0,0,0.406,0,0,0,0
disorder,0,0,0,0.406,0,0,0,0
blackout,0,0,0,0.406,0,0,0,0
squall,0,0,0,0.406,0,0.328,0,0
disabled,0,0,0,0.406,0,0.672,0,0
deport,0,0,0,0.406,0,0.500,0,0
stressful,0,0,0,0.406,0,0,0,0
conspiracy,0,0,0,0.400,0,0,0,0
defection,0,0,0,0.398,0,0,0,0
absence,0,0,0,0.396,0,0.547,0,0
moan,0,0,0,0.394,0,0.484,0,0
overt,0,0,0,0.391,0,0,0,0
whatdoido,0,0,0,0.391,0,0,0,0
refutation,0,0,0,0.391,0,0,0,0
descent,0,0,0,0.391,0,0.377,0,0
suspicion,0,0,0,0.391,0,0,0,0
xanax,0,0,0,0.391,0,0,0,0
cleave,0,0,0,0.391,0,0,0,0
separation,0,0,0,0.391,0,0,0,0
spaz,0,0,0,0.391,0,0,0,0
musket,0,0,0,0.391,0,0,0,0
unrest,0,0,0,0.391,0,0.351,0,0
insolvency,0,0,0,0.391,0,0.438,0.266,0
submission,0,0,0,0.391,0,0,0,0
mental,0,0,0,0.391,0,0,0,0
scarecrow,0,0,0,0.391,0,0,0,0
snare,0,0,0,0.391,0,0,0,0
unemployed,0,0,0,0.391,0,0.359,0,0
procedure,0,0,0,0.391,0,0,0,0
cyst,0,0,0,0.391,0,0.422,0,0
avoiding,0,0,0,0.391,0,0,0,0
nervy,0,0,0,0.391,0,0,0,0
gulp,0,0,0,0.391,0,0,0.375,0
conquer,0,0,0,0.391,0,0,0,0.273
dubious,0,0,0,0.391,0,0,0,0.195
radon,0,0,0,0.391,0,0,0,0
throb,0,0,0,0.388,0,0.273,0,0
dontpanic,0,0,0,0.378,0,0,0,0
withdrawals,0,0,0,0.377,0,0,0,0
edict,0,0,0,0.375,0,0,0,0
frigate,0,0,0,0.375,0,0,0,0
bunker,0,0,0,0.375,0,0,0,0
obligor,0,0,0,0.375,0,0,0,0
suspected,0,0,0,0.375,0,0,0,0
interrogate,0,0,0,0.375,0,0,0,0
escaped,0,0,0,0.375,0,0,0,0
flu,0,0,0,0.375,0,0,0,0
ocd,0,0,0,0.375,0,0,0,0
sultan,0,0,0,0.375,0,0,0,0
bankrupt,0,0,0,0.375,0,0.609,0,0
psychological,0,0,0,0.375,0,0,0,0
dentistry,0,0,0,0.375,0,0,0,0
chimera,0,0,0,0.375,0,0,0.492,0
barricade,0,0,0,0.375,0,0,0,0
locust,0,0,0,0.375,0,0,0,0
embarrassment,0,0,0,0.375,0,0.531,0.500,0
chasm,0,0,0,0.375,0,0,0,0
grieve,0,0,0,0.375,0,0.844,0,0
khan,0,0,0,0.375,0,0,0,0.266
kerosene,0,0,0,0.375,0,0,0,0
antsy,0,0,0,0.375,0,0,0,0
mentalhealth,0,0,0,0.375,0,0,0,0
pressure,0,0,0,0.375,0,0,0,0
military,0,0,0,0.375,0,0,0,0
whirlpool,0,0,0,0.375,0,0,0,0
formidable,0,0,0,0.359,0,0,0,0
cautionary,0,0,0,0.359,0,0,0,0
onedge,0,0,0,0.359,0,0,0,0
jaundice,0,0,0,0.359,0,0,0,0
recurring,0,0,0,0.359,0,0,0,0
difficult,0,0,0,0.359,0,0,0,0
concerned,0,0,0,0.359,0,0.184,0,0
bottomless,0,0,0,0.359,0,0,0,0
stint,0,0,0,0.359,0,0.156,0,0
government,0,0,0,0.359,0,0,0,0
timid,0,0,0,0.359,0,0.281,0,0
headaches,0,0,0,0.359,0,0,0,0
dart,0,0,0,0.359,0,0,0,0
sortie,0,0,0,0.359,0,0,0,0
depreciation,0,0,0,0.359,0,0,0,0
mandamus,0,0,0,0.359,0,0,0,0
spike,0,0,0,0.359,0,0,0,0
exam,0,0,0,0.359,0,0,0,0
anomaly,0,0,0,0.359,0,0,0.633,0
constrain,0,0,0,0.358,0,0,0,0
languishing,0,0,0,0.358,0,0.609,0,0
retrenchment,0,0,0,0.345,0,0,0,0
avoidance,0,0,0,0.344,0,0,0,0
swerve,0,0,0,0.344,0,0,0.508,0
hesitation,0,0,0,0.344,0,0,0,0
loneliness,0,0,0,0.344,0,0.766,0,0
discipline,0,0,0,0.344,0,0,0,0
fanaticism,0,0,0,0.344,0,0,0,0
sorrow,0,0,0,0.344,0,0.844,0,0
knell,0,0,0,0.344,0,0.275,0,0
launches,0,0,0,0.344,0,0,0,0
cutter,0,0,0,0.344,0,0,0,0
parachute,0,0,0,0.344,0,0,0,0
eel,0,0,0,0.344,0,0,0,0
psych,0,0,0,0.344,0,0,0,0
aaaaaaah,0,0,0,0.344,0,0,0,0
verdict,0,0,0,0.344,0,0,0,0
mri,0,0,0,0.344,0,0,0,0
resistant,0,0,0,0.344,0,0,0,0
phalanx,0,0,0,0.342,0,0,0,0.359
specter,0,0,0,0.331,0,0.344,0,0
mortgage,0,0,0,0.331,0,0,0,0
enigmatic,0,0,0,0.329,0,0,0,0
ethereal,0,0,0,0.328,0,0,0,0
outpost,0,0,0,0.328,0,0,0,0
weirdo,0,0,0,0.328,0,0,0,0
spillin,0,0,0,0.328,0,0,0,0
dike,0,0,0,0.328,0,0,0,0
dominion,0,0,0,0.328,0,0,0,0.422
quash,0,0,0,0.328,0,0,0,0
subordinate,0,0,0,0.328,0,0,0,0
shank,0,0,0,0.328,0,0,0,0
shutdown,0,0,0,0.328,0,0,0,0
gametime,0,0,0,0.328,0,0,0,0
uhoh,0,0,0,0.328,0,0,0,0
police,0,0,0,0.328,0,0,0,0.484
gladiator,0,0,0,0.328,0,0,0,0
hives,0,0,0,0.328,0,0,0,0
scarce,0,0,0,0.327,0,0.422,0,0
astray,0,0,0,0.320,0,0,0,0
vigilant,0,0,0,0.319,0,0,0,0.594
pessimist,0,0,0,0.317,0,0.562,0,0
pacing,0,0,0,0.316,0,0,0,0
clinical,0,0,0,0.312,0,0,0,0
muzzle,0,0,0,0.312,0,0,0,0
ahhhhhhhh,0,0,0,0.312,0,0,0,0
therapist,0,0,0,0.312,0,0,0,0
obsessing,0,0,0,0.312,0,0,0,0
seclusion,0,0,0,0.312,0,0,0,0
