word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
engulf,0,0.484,0,0,0,0,0,0
unexplained,0,0.484,0,0,0,0.250,0,0
contagion,0,0.484,0.719,0.688,0,0,0,0
glorify,0,0.477,0,0,0.781,0,0.344,0.406
submit,0,0.477,0,0,0,0,0,0
enroll,0,0.477,0,0,0,0,0,0.461
unification,0,0.477,0,0,0.348,0,0,0.734
gravitate,0,0.477,0,0,0,0,0,0
glide,0,0.477,0,0,0.162,0,0,0
accompaniment,0,0.477,0,0,0.179,0,0,0.531
cherish,0,0.477,0,0,0.703,0,0.219,0.617
adore,0,0.477,0,0,0.667,0,0,0.578
clue,0,0.477,0,0,0,0,0,0
medal,0,0.477,0,0,0.424,0,0.289,0.461
contemplate,0,0.477,0,0,0,0,0,0
perilous,0,0.477,0,0.641,0,0.641,0,0
determinate,0,0.477,0,0,0,0,0,0.570
arbitration,0,0.477,0,0,0,0,0,0
recipient,0,0.477,0,0,0,0,0,0
onset,0,0.477,0,0,0,0,0,0
predispose,0,0.477,0,0,0,0,0,0
score,0,0.477,0,0,0.182,0,0.383,0
glow,0,0.477,0,0,0.656,0,0,0.398
praiseworthy,0,0.473,0,0,0.609,0,0.383,0.609
football,0,0.469,0,0,0.250,0,0,0
elite,0,0.469,0,0,0.547,0,0,0.438
unknown,0,0.469,0,0.369,0,0,0,0
precursor,0,0.469,0,0,0,0,0,0
providing,0,0.469,0,0,0.300,0,0,0.555
sweets,0,0.469,0,0,0.562,0,0,0
cautious,0,0.469,0,0.281,0,0,0,0.461
motion,0,0.469,0,0,0,0,0,0
creeping,0,0.469,0,0,0,0,0,0
invoke,0,0.469,0,0,0,0,0,0
star,0,0.469,0,0,0.406,0,0,0.391
production,0,0.469,0,0,0,0,0,0
successful,0,0.469,0,0,0.606,0,0,0.648
immediately,0,0.469,0,0,0,0,0,0
dawn,0,0.469,0,0,0.333,0,0.211,0.453
starry,0,0.469,0,0,0.391,0,0,0
unsurpassed,0,0.469,0,0.297,0.424,0,0,0.508
completion,0,0.469,0,0,0.547,0,0,0
hire,0,0.469,0,0,0.203,0,0,0.484
fete,0,0.469,0,0,0.484,0,0.406,0
commemorative,0,0.461,0,0,0,0,0,0
shining,0,0.461,0,0,0.515,0,0,0
testament,0,0.461,0,0,0,0,0,0.617
pay,0,0.461,0,0,0.242,0,0,0.430
alive,0,0.461,0,0,0.531,0,0,0.500
plight,0,0.461,0.375,0.516,0,0.621,0,0
preliminary,0,0.461,0,0,0,0,0,0
overture,0,0.461,0,0,0,0,0,0
sanctuary,0,0.461,0,0,0.541,0,0,0.703
regatta,0,0.461,0,0,0,0,0,0
draft,0,0.461,0,0,0,0,0,0
synchronize,0,0.461,0,0,0.329,0,0.195,0.500
soundness,0,0.461,0,0,0.421,0,0,0.633
extricate,0,0.461,0,0,0,0,0,0
excel,0,0.461,0,0,0.500,0,0.445,0.609
punt,0,0.461,0,0,0,0,0,0
untold,0,0.461,0,0,0,0,0,0
brilliant,0,0.461,0,0,0.859,0,0,0.609
cheerfulness,0,0.461,0,0,0.758,0,0,0.578
jeopardy,0,0.461,0,0.578,0,0,0,0
friendly,0,0.461,0,0,0.578,0,0,0.547
mail,0,0.461,0,0,0,0,0,0
unexpected,0,0.453,0,0.312,0.203,0,0.711,0
basketball,0,0.453,0,0,0.062,0,0,0
inaugural,0,0.453,0,0,0,0,0,0
rehabilitation,0,0.453,0,0,0,0,0,0
intimately,0,0.453,0,0.156,0.507,0,0,0
career,0,0.453,0,0,0,0,0,0
prevention,0,0.453,0,0,0,0,0,0
renovate,0,0.453,0,0,0,0,0,0
compliment,0,0.453,0,0,0.831,0,0.375,0.516
prologue,0,0.453,0,0,0,0,0,0
elegance,0,0.453,0,0,0.609,0,0,0.492
complement,0,0.453,0,0,0.647,0,0.258,0.570
flinch,0,0.453,0.352,0.484,0,0.281,0.742,0
infinity,0,0.453,0,0,0.281,0,0,0.500
perpetuity,0,0.453,0,0,0,0,0,0.516
sunset,0,0.453,0,0,0.312,0,0,0
improve,0,0.453,0,0,0.364,0,0,0.492
fitting,0,0.445,0,0,0.258,0,0,0.406
confidence,0,0.445,0,0.109,0.547,0,0,0.641
sweet,0,0.445,0,0,0.625,0,0.203,0.484
perfect,0,0.445,0,0,0.719,0,0,0.539
fain,0,0.445,0,0,0.167,0,0,0.398
volunteer,0,0.445,0,0.031,0.294,0,0,0.509
share,0,0.445,0,0,0.438,0,0,0.586
surround,0,0.445,0,0,0,0,0,0
conjecture,0,0.445,0,0,0,0,0,0
sun,0,0.445,0,0,0.266,0,0.172,0.438
veracity,0,0.445,0,0,0.500,0,0.414,0.477
serial,0,0.438,0,0,0,0,0,0
angel,0,0.438,0,0,0.594,0,0.320,0.625
aloha,0,0.438,0,0,0.484,0,0,0
saint,0,0.438,0,0,0.328,0,0.312,0.648
tickle,0,0.438,0,0,0.470,0,0.516,0.297
superstitious,0,0.438,0,0.531,0,0,0,0
ferment,0,0.438,0,0,0,0,0,0
conservation,0,0.438,0,0,0,0,0,0.586
devout,0,0.438,0,0,0.273,0,0,0.562
respect,0,0.438,0,0,0.500,0,0,0.750
reconstruction,0,0.438,0,0,0,0,0,0
goodness,0,0.438,0,0,0.818,0,0.164,0.680
reconstruct,0,0.438,0,0,0,0,0,0
faith,0,0.438,0,0,0.453,0,0,0.742
recombination,0,0.438,0,0,0,0,0,0
prepared,0,0.438,0,0,0,0,0,0.703
plea,0,0.438,0,0.377,0,0.344,0,0
medical,0,0.438,0,0.297,0,0,0,0.508
passenger,0,0.438,0,0,0,0,0,0
charitable,0,0.430,0,0,0.500,0,0,0.711
tabulate,0,0.430,0,0,0,0,0,0
peace,0,0.430,0,0,0.576,0,0,0.602
install,0,0.430,0,0,0,0,0,0
serenity,0,0.430,0,0,0.656,0,0,0.602
venerable,0,0.430,0,0,0.279,0,0,0.508
spa,0,0.430,0,0,0.333,0,0.086,0.312
labyrinth,0,0.430,0,0,0,0,0,0
luscious,0,0.430,0,0,0.682,0,0,0
perpetuate,0,0.430,0,0,0,0,0,0
strategist,0,0.430,0,0,0,0,0,0.453
unverified,0,0.430,0,0,0,0,0,0
tribunal,0,0.430,0.273,0.438,0,0,0,0.516
clap,0,0.430,0,0,0.250,0,0,0.344
peaceful,0,0.422,0,0,0.636,0,0.086,0.648
patience,0,0.422,0,0,0,0,0,0.555
unresolved,0,0.422,0,0,0,0,0,0
worship,0,0.422,0,0.172,0.379,0,0,0.555
edification,0,0.422,0,0,0.333,0,0,0.531
oasis,0,0.422,0,0,0.486,0,0,0.453
grin,0,0.422,0,0,0.672,0,0.336,0.391
revere,0,0.422,0,0,0.594,0,0,0.586
candid,0,0.422,0,0,0.281,0,0.281,0.531
vista,0,0.422,0,0,0,0,0,0
adrift,0,0.422,0,0.328,0,0.328,0,0
recognizable,0,0.422,0,0,0,0,0,0
forestall,0,0.422,0,0,0,0,0,0
laughter,0,0.422,0,0,0.824,0,0.445,0
continue,0,0.414,0,0,0,0,0,0.422
ongoing,0,0.414,0,0,0,0,0,0
astrologer,0,0.414,0,0,0,0,0,0
mediate,0,0.414,0,0,0,0,0,0.555
punctual,0,0.414,0,0,0,0,0,0.570
grant,0,0.414,0,0,0.366,0,0,0.594
morn,0,0.414,0,0,0,0,0,0
pretty,0,0.414,0,0,0.469,0,0,0.367
withstand,0,0.414,0,0.197,0,0,0,0
frisky,0,0.414,0,0,0.422,0,0.375,0
thought,0,0.414,0,0,0,0,0,0
probation,0,0.414,0,0.438,0,0.336,0,0
ordination,0,0.414,0,0,0.234,0,0,0.562
calls,0,0.414,0,0,0,0,0,0.359
craps,0,0.414,0,0,0,0,0,0
weigh,0,0.414,0,0,0,0,0,0.344
proficiency,0,0.414,0,0,0.359,0,0.344,0.656
sing,0,0.411,0,0,0.729,0.017,0,0.422
continuation,0,0.406,0,0,0,0,0,0
university,0,0.406,0,0,0,0,0,0
chicane,0,0.406,0,0,0,0,0.477,0.289
mother,0,0.406,0,0,0.412,0.016,0,0.703
twinkle,0,0.406,0,0,0.636,0,0,0
confession,0,0.406,0,0.266,0,0.281,0.453,0.516
outdo,0,0.406,0,0,0,0,0,0
prophylactic,0,0.406,0,0,0,0,0,0.312
proud,0,0.406,0,0,0.704,0,0,0.547
midwife,0,0.406,0,0,0.288,0,0,0.555
wizard,0,0.406,0,0,0,0,0.469,0
headlight,0,0.406,0,0,0,0,0,0
long,0,0.406,0,0,0,0,0,0
banquet,0,0.406,0,0,0.303,0,0,0
comfort,0,0.406,0,0,0.515,0,0,0.609
navigable,0,0.406,0,0,0,0,0,0
subscribe,0,0.406,0,0,0,0,0,0
debenture,0,0.406,0,0,0,0,0,0
deal,0,0.402,0,0,0.312,0,0.227,0.391
symphony,0,0.398,0,0,0.422,0,0,0
saintly,0,0.398,0,0,0.641,0,0.305,0.633
judiciary,0,0.398,0,0,0,0,0,0.641
lettered,0,0.398,0,0,0,0,0,0.359
vigil,0,0.398,0,0,0,0,0,0
reliance,0,0.398,0,0,0,0,0,0.664
mortification,0,0.398,0.711,0.719,0,0.802,0,0
balm,0,0.398,0,0,0.152,0,0,0
top,0,0.398,0,0,0,0,0,0.469
efficient,0,0.398,0,0,0,0,0,0.594
representing,0,0.398,0,0,0,0,0,0
assurance,0,0.391,0,0,0,0,0,0.703
familiarity,0,0.391,0,0,0.333,0,0,0.680
undoubted,0,0.391,0.164,0,0,0,0,0
sanctify,0,0.391,0,0,0.359,0.108,0.336,0.672
diplomacy,0,0.391,0,0,0,0,0,0.586
antidote,0,0.391,0,0,0,0,0,0.539
trust,0,0.391,0,0,0,0,0,0.805
linger,0,0.391,0,0,0,0,0,0
objective,0,0.391,0,0,0,0,0,0.617
chuckle,0,0.391,0,0,0.706,0,0.258,0.219
poke,0,0.391,0,0,0,0,0,0
abeyance,0,0.391,0,0,0,0,0,0
maternal,0,0.391,0,0,0,0,0,0
art,0,0.391,0,0,0.234,0.000,0.172,0
inoculation,0,0.384,0,0,0,0,0,0.539
simplify,0,0.383,0,0,0.312,0,0.211,0.430
depend,0,0.383,0,0,0,0,0,0.594
playground,0,0.383,0,0,0.391,0,0.133,0.344
labor,0,0.383,0,0,0.106,0,0.281,0.414
scientist,0,0.383,0,0,0,0,0,0.695
good,0,0.383,0,0,0.547,0,0.219,0.617
humanitarian,0,0.383,0,0,0.469,0,0.195,0.695
hap,0,0.383,0,0,0,0,0.320,0
dutiful,0,0.383,0,0,0,0,0,0.578
hymn,0,0.383,0,0,0.375,0.064,0,0.422
ship,0,0.383,0,0,0,0,0,0
discretion,0,0.383,0,0,0,0,0,0.555
undecided,0,0.383,0,0.098,0,0,0,0
gradual,0,0.375,0,0,0,0,0,0
navigator,0,0.375,0,0,0,0,0,0.578
track,0,0.375,0,0,0,0,0,0
cradle,0,0.375,0,0,0.247,0,0,0.531
interim,0,0.375,0,0,0,0,0,0
clock,0,0.375,0,0,0,0,0,0
mountain,0,0.375,0,0,0.250,0,0,0
public,0,0.375,0,0,0,0,0,0
recurrent,0,0.375,0,0,0,0,0,0
savor,0,0.375,0.117,0,0.531,0.034,0,0.508
abide,0,0.367,0,0,0,0,0,0
concealed,0,0.367,0,0.438,0,0,0.531,0
lesson,0,0.367,0,0,0,0,0,0.461
instructions,0,0.367,0,0,0,0,0,0.539
sonar,0,0.367,0,0,0,0,0,0
biennial,0,0.367,0,0,0,0,0,0
convince,0,0.367,0,0,0,0,0,0.586
whim,0,0.367,0,0,0.266,0,0.555,0
towering,0,0.367,0,0.500,0,0,0,0
offset,0,0.359,0,0,0,0,0,0
theory,0,0.359,0,0,0,0,0,0.328
theology,0,0.359,0,0,0,0,0,0
undying,0,0.359,0,0,0.250,0.250,0,0.500
timidity,0,0.359,0,0.297,0,0,0,0
plump,0,0.359,0,0,0,0,0,0
atone,0,0.359,0,0,0.197,0,0,0.438
audience,0,0.357,0,0,0,0,0,0
dietary,0,0.352,0,0,0,0,0,0
consecration,0,0.352,0,0,0.235,0.359,0,0.461
localize,0,0.352,0,0,0,0,0,0
paragon,0,0.352,0,0,0.266,0,0,0.523
store,0,0.352,0,0,0,0,0,0
farm,0,0.352,0,0,0,0,0,0
daily,0,0.352,0,0,0,0,0,0
cramp,0,0.352,0,0,0,0,0,0
nobility,0,0.352,0,0,0,0,0,0.523
closure,0,0.352,0,0,0.172,0.195,0,0
edition,0,0.352,0,0,0,0,0,0
kindred,0,0.352,0,0,0.455,0,0,0.719
errand,0,0.344,0,0,0,0,0,0.430
archaeology,0,0.344,0,0,0,0,0,0
mutable,0,0.344,0,0,0,0,0,0
meditate,0,0.344,0,0,0.438,0,0,0.555
mobile,0,0.344,0,0,0,0,0,0
germ,0,0.336,0.680,0,0,0,0,0
brotherly,0,0.336,0,0,0.516,0,0,0.633
lessen,0,0.336,0,0,0,0,0,0
unbeaten,0,0.336,0,0,0.438,0.193,0.336,0
buddy,0,0.336,0,0,0.427,0,0,0.555
unaccountable,0,0.336,0.305,0,0,0.339,0,0.172
dove,0,0.328,0,0,0.312,0,0,0.469
patient,0,0.328,0,0,0.186,0,0,0
secular,0,0.328,0,0,0,0,0,0
digress,0,0.328,0,0,0,0,0,0
chastity,0,0.328,0,0,0,0,0,0.539
council,0,0.328,0,0,0,0,0,0.594
olfactory,0,0.328,0,0,0,0,0,0
possess,0,0.328,0,0,0.219,0,0,0.383
disposed,0,0.320,0,0,0,0,0,0.320
scrutinize,0,0.320,0,0,0,0,0,0
immature,0,0.320,0,0,0,0,0,0
mediator,0,0.320,0,0,0,0,0,0.609
regularity,0,0.320,0,0,0,0,0,0.539
cove,0,0.320,0.117,0.141,0.203,0,0,0
paddle,0,0.320,0,0,0,0,0,0
heft,0,0.320,0,0.219,0,0,0,0
fancy,0,0.320,0,0,0.516,0,0,0
preservative,0,0.320,0,0,0.242,0,0.195,0.414
unpublished,0,0.312,0,0,0,0.116,0,0
church,0,0.312,0,0,0.242,0,0,0.492
bugle,0,0.312,0,0,0,0,0,0
denying,0,0.312,0,0,0,0,0,0.281
analyst,0,0.312,0,0,0,0,0,0.531
judicial,0,0.305,0,0,0,0,0,0.633
priesthood,0,0.305,0,0,0.121,0.109,0,0.461
broadside,0,0.305,0,0,0,0,0,0
mill,0,0.305,0,0,0,0,0,0
cap,0,0.297,0,0,0,0,0,0.320
thermocouple,0,0.297,0,0,0,0,0,0
tributary,0,0.297,0,0,0,0,0,0
instructor,0,0.297,0,0,0,0,0,0.469
exhaustion,0,0.297,0,0,0,0.375,0,0
saliva,0,0.297,0,0,0,0,0,0
cataract,0,0.289,0,0.250,0,0.188,0,0
network,0,0.289,0,0,0,0,0,0
visor,0,0.289,0,0,0,0,0.156,0
wont,0,0.289,0,0,0,0,0,0
addresses,0,0.289,0,0,0,0,0,0
discreet,0,0.289,0,0,0,0,0,0
bruise,0,0.289,0,0,0,0,0,0
astronomer,0,0.281,0,0,0,0,0,0
neighbor,0,0.281,0,0,0,0,0,0.523
holiness,0,0.273,0,0.109,0.531,0,0.234,0.656
cream,0,0.273,0,0,0.061,0,0.141,0
habitual,0,0.266,0,0,0,0,0,0
neighborhood,0,0.266,0,0,0,0,0,0
lull,0,0.266,0,0,0,0,0,0
bye,0,0.258,0,0,0,0,0,0
weight,0,0.258,0.219,0.109,0.109,0.141,0.117,0.289
organ,0,0.250,0,0,0.094,0,0,0
clown,0,0.250,0,0.125,0.409,0,0.352,0
commonplace,0,0.242,0,0,0,0,0,0.453
quote,0,0.242,0,0,0,0,0.141,0
treadmill,0,0.234,0,0,0,0,0,0
board,0,0.234,0,0,0,0,0,0
sundial,0,0.227,0,0,0,0,0,0.305
cement,0,0.203,0,0,0,0,0,0.336
worm,0,0.203,0,0,0,0,0.055,0
organization,0,0.203,0,0,0.156,0,0.125,0.516
neutral,0,0.148,0,0,0.114,0,0,0.398
cannibalism,0,0,0.953,0,0,0,0,0
cannibal,0,0,0.898,0.740,0,0,0,0
rot,0,0,0.891,0.594,0,0.500,0,0
corpse,0,0,0.883,0,0,0.750,0,0
excrement,0,0,0.883,0,0,0,0,0
barf,0,0,0.875,0,0,0,0,0
incestuous,0,0,0.859,0,0,0,0,0
sewerage,0,0,0.859,0,0,0,0,0
filth,0,0,0.859,0,0,0,0,0
rancid,0,0,0.859,0,0,0,0,0
infestation,0,0,0.852,0.716,0,0,0,0
plague,0,0,0.852,0.703,0,0.547,0,0
rotting,0,0,0.844,0,0,0,0,0
fecal,0,0,0.844,0,0,0,0,0
maggot,0,0,0.844,0,0,0,0,0
feces,0,0,0.844,0,0,0,0,0
perverted,0,0,0.828,0,0,0,0,0
excretion,0,0,0.828,0,0,0,0,0
contaminate,0,0,0.821,0,0,0,0,0
repugnant,0,0,0.820,0,0,0,0,0
manure,0,0,0.820,0,0,0,0,0
diarrhoea,0,0,0.820,0,0,0,0,0
grotesque,0,0,0.820,0,0,0,0,0
faeces,0,0,0.812,0,0,0,0,0
sewer,0,0,0.812,0,0,0,0,0
cadaver,0,0,0.812,0.688,0,0.853,0.383,0
dismemberment,0,0,0.812,0.875,0,0.766,0,0
vomit,0,0,0.812,0,0,0,0,0
repulsive,0,0,0.805,0,0,0,0,0
hemorrhage,0,0,0.805,0.807,0,0.750,0,0
sewage,0,0,0.797,0,0,0,0,0
filthy,0,0,0.797,0,0,0,0,0
diseased,0,0,0.797,0.734,0,0.766,0,0
carcass,0,0,0.795,0.672,0,0.653,0,0
decompose,0,0,0.789,0,0,0,0,0
gruesome,0,0,0.789,0,0,0,0,0
mutilated,0,0,0.789,0,0,0,0,0
puke,0,0,0.789,0,0,0,0,0
herpes,0,0,0.789,0,0,0,0,0
decayed,0,0,0.789,0,0,0.516,0,0
dung,0,0,0.789,0,0,0,0,0
parasite,0,0,0.789,0.578,0,0,0,0
malaria,0,0,0.781,0.609,0,0.547,0,0
slime,0,0,0.781,0,0,0,0,0
flatulence,0,0,0.781,0,0,0,0,0
pestilence,0,0,0.781,0.625,0,0,0,0
crap,0,0,0.781,0,0,0,0,0
toxic,0,0,0.773,0,0,0,0,0
morgue,0,0,0.773,0.844,0,0.734,0,0
pus,0,0,0.773,0,0,0,0,0
herpesvirus,0,0,0.773,0,0,0,0,0
leprosy,0,0,0.773,0.766,0,0.719,0,0
regurgitation,0,0,0.766,0,0,0,0,0
anthrax,0,0,0.766,0.859,0,0.600,0,0
xenophobia,0,0,0.766,0.656,0,0,0,0
repugnance,0,0,0.766,0,0,0,0,0
whore,0,0,0.766,0,0,0,0,0
dissection,0,0,0.759,0,0,0,0,0
mucous,0,0,0.758,0,0,0,0,0
slum,0,0,0.758,0,0,0,0,0
infectious,0,0,0.758,0.703,0,0.483,0,0
phlegm,0,0,0.758,0,0,0,0,0
leeches,0,0,0.750,0.531,0,0,0,0
decomposition,0,0,0.750,0.469,0,0.703,0,0
stinking,0,0,0.742,0,0,0,0,0
abhorrence,0,0,0.742,0,0,0,0,0
soiled,0,0,0.742,0,0,0,0,0
mucus,0,0,0.742,0,0,0,0,0
septic,0,0,0.742,0,0,0,0,0
obese,0,0,0.734,0,0,0,0,0
sicken,0,0,0.734,0,0,0,0,0
repulsion,0,0,0.727,0.431,0,0,0,0
dysentery,0,0,0.727,0,0,0.593,0,0
enema,0,0,0.727,0,0,0,0,0
bacterium,0,0,0.727,0.531,0,0,0,0
dirty,0,0,0.727,0,0,0,0,0
adultery,0,0,0.727,0,0,0.566,0,0
contamination,0,0,0.727,0,0,0,0,0
grisly,0,0,0.727,0.703,0,0,0,0
autopsy,0,0,0.719,0.557,0,0.562,0,0
vulgar,0,0,0.719,0,0,0,0,0
entrails,0,0,0.719,0,0,0,0,0
lewd,0,0,0.719,0,0,0,0,0
muck,0,0,0.719,0,0,0,0,0
bowels,0,0,0.719,0,0,0,0,0
garbage,0,0,0.719,0,0,0,0,0
pungent,0,0,0.719,0,0,0,0,0
gross,0,0,0.719,0,0,0,0,0
gag,0,0,0.711,0,0,0,0,0
pollute,0,0,0.711,0,0,0,0,0
nausea,0,0,0.711,0.406,0,0,0,0
wretched,0,0,0.711,0,0,0.672,0,0
nauseate,0,0,0.703,0,0,0,0,0
slimy,0,0,0.703,0,0,0,0,0
porn,0,0,0.703,0,0,0,0,0
noxious,0,0,0.703,0.547,0,0,0,0
grime,0,0,0.703,0,0,0,0,0
constipation,0,0,0.703,0,0,0,0,0
secretion,0,0,0.703,0,0,0,0,0
poisoning,0,0,0.703,0,0,0,0,0
measles,0,0,0.696,0.359,0,0.469,0,0
contagious,0,0,0.695,0.720,0.250,0,0,0
obesity,0,0,0.695,0,0,0.359,0,0
wart,0,0,0.695,0,0,0,0,0
scum,0,0,0.695,0,0,0,0,0
waste,0,0,0.695,0,0,0.348,0,0
intestinal,0,0,0.695,0,0,0,0,0
heartworm,0,0,0.688,0,0,0,0,0
ooze,0,0,0.688,0,0,0,0,0
contaminated,0,0,0.688,0.610,0,0.594,0,0
smut,0,0,0.688,0.328,0,0,0,0
deformed,0,0,0.680,0,0,0.703,0,0
soulless,0,0,0.680,0.469,0,0.623,0,0
cholera,0,0,0.680,0.750,0,0.583,0,0
bestial,0,0,0.680,0.639,0,0,0,0
freakish,0,0,0.680,0.484,0,0,0.664,0
pollution,0,0,0.680,0,0,0,0,0
grimy,0,0,0.680,0,0,0,0,0
abominate,0,0,0.680,0,0,0,0,0
sickness,0,0,0.680,0.594,0,0.828,0,0
hideous,0,0,0.672,0.641,0,0.516,0,0
loathful,0,0,0.672,0,0,0,0,0
greasy,0,0,0.672,0,0,0,0,0
dilapidated,0,0,0.672,0,0,0.609,0,0
loathing,0,0,0.672,0,0,0,0,0
obscene,0,0,0.672,0,0,0,0,0
cess,0,0,0.670,0,0,0,0,0
deformity,0,0,0.664,0.547,0,0.703,0,0
nauseous,0,0,0.664,0.375,0,0.500,0,0
swine,0,0,0.664,0,0,0,0,0
abominable,0,0,0.664,0.738,0,0,0,0
heretic,0,0,0.664,0,0,0,0,0
latrines,0,0,0.656,0,0,0,0,0
corruption,0,0,0.656,0,0,0,0,0
nefarious,0,0,0.656,0.656,0,0.546,0.562,0
bacteria,0,0,0.656,0.578,0,0.328,0,0
trash,0,0,0.656,0,0,0.234,0,0
abortion,0,0,0.656,0.641,0,0.766,0,0
prejudiced,0,0,0.656,0.484,0,0,0,0
goo,0,0,0.656,0,0,0,0,0
mange,0,0,0.656,0.562,0,0,0,0
sludge,0,0,0.648,0,0,0,0,0
trashy,0,0,0.648,0,0,0,0,0
ugly,0,0,0.648,0,0,0,0,0
outhouse,0,0,0.648,0,0,0,0,0
detestation,0,0,0.648,0,0,0,0,0
horrifying,0,0,0.641,0.906,0,0.907,0,0
laxative,0,0,0.641,0.312,0,0,0,0
unsightly,0,0,0.641,0,0,0,0,0
slop,0,0,0.641,0,0,0,0,0
malfeasance,0,0,0.641,0,0,0,0,0
spew,0,0,0.641,0,0,0,0,0
pimple,0,0,0.641,0,0,0,0,0
cystic,0,0,0.641,0,0,0,0,0
queasy,0,0,0.633,0,0,0,0,0
mildew,0,0,0.633,0,0,0,0,0
prostitution,0,0,0.633,0,0,0.375,0,0
secrete,0,0,0.633,0,0,0,0,0
rat,0,0,0.633,0.484,0,0,0,0
degrading,0,0,0.625,0.562,0,0.609,0,0
ghastly,0,0,0.625,0.836,0,0,0,0
suffering,0,0,0.625,0.812,0,0.844,0,0
devilish,0,0,0.625,0.734,0,0,0,0
cuckold,0,0,0.625,0,0,0,0,0
stools,0,0,0.625,0,0,0,0,0
gluttony,0,0,0.625,0,0,0,0,0
bloated,0,0,0.625,0,0,0,0,0
fungus,0,0,0.625,0,0,0,0,0
aghast,0,0,0.625,0.641,0,0,0.805,0
diaper,0,0,0.617,0,0,0,0,0
polygamy,0,0,0.617,0,0,0,0,0
termite,0,0,0.617,0,0,0,0,0
fat,0,0,0.617,0,0,0.203,0,0
tetanus,0,0,0.617,0,0,0,0,0
spoil,0,0,0.617,0,0,0,0,0
crusty,0,0,0.617,0,0,0,0,0
sickly,0,0,0.617,0,0,0.712,0,0
louse,0,0,0.617,0,0,0,0,0
infect,0,0,0.617,0,0,0,0,0
brothel,0,0,0.609,0,0,0,0,0
drool,0,0,0.609,0,0,0,0,0
bleeding,0,0,0.609,0.609,0,0.673,0,0
deform,0,0,0.609,0,0,0,0,0
ghetto,0,0,0.609,0.406,0,0.438,0,0
musty,0,0,0.602,0,0,0,0,0
ugliness,0,0,0.602,0.410,0,0.609,0,0
unwashed,0,0,0.602,0,0,0,0,0
swampy,0,0,0.602,0.250,0,0,0,0
hag,0,0,0.602,0.250,0,0,0,0
queasiness,0,0,0.594,0,0,0,0,0
repelling,0,0,0.594,0,0,0,0,0
intoxicated,0,0,0.594,0,0,0,0,0
toilet,0,0,0.594,0,0,0,0,0
blister,0,0,0.594,0,0,0,0,0
lurid,0,0,0.594,0,0,0,0,0
slug,0,0,0.594,0,0,0,0,0
gut,0,0,0.594,0,0,0,0,0
deceitful,0,0,0.594,0,0,0.562,0,0
deteriorated,0,0,0.586,0,0,0.365,0,0
lavatory,0,0,0.586,0,0,0,0,0
unclean,0,0,0.586,0,0,0,0,0
prostitute,0,0,0.586,0,0,0,0,0
incubus,0,0,0.586,0.562,0,0,0,0
appalling,0,0,0.586,0.562,0,0,0,0
pornography,0,0,0.586,0,0,0,0,0
squeamish,0,0,0.578,0.500,0,0,0,0
unfaithful,0,0,0.578,0,0,0,0,0
hypocrite,0,0,0.578,0,0,0,0,0
humiliating,0,0,0.578,0,0,0,0,0
larceny,0,0,0.578,0,0,0,0,0
retard,0,0,0.578,0.484,0,0.516,0,0
rash,0,0,0.578,0,0,0,0,0
flea,0,0,0.578,0,0,0,0,0
debauchery,0,0,0.578,0.656,0,0,0,0
quagmire,0,0,0.578,0,0,0,0,0
sick,0,0,0.578,0,0,0.531,0,0
dogsick,0,0,0.570,0,0,0,0,0
swamp,0,0,0.570,0.297,0,0,0,0
messy,0,0,0.570,0,0,0,0,0
spit,0,0,0.570,0,0,0,0,0
dank,0,0,0.570,0,0,0,0,0
bastard,0,0,0.570,0,0,0.366,0,0
serpent,0,0,0.570,0.638,0,0,0,0
loo,0,0,0.562,0,0,0,0,0
indecent,0,0,0.562,0,0,0,0,0
stealing,0,0,0.562,0.578,0,0,0,0
humiliation,0,0,0.562,0,0,0.578,0,0
snake,0,0,0.562,0.776,0,0,0,0
sloppy,0,0,0.562,0,0,0,0,0
sinning,0,0,0.562,0,0,0,0,0
harlot,0,0,0.562,0,0,0,0,0
flabby,0,0,0.555,0,0,0,0,0
beastly,0,0,0.555,0.688,0,0,0,0
discriminating,0,0,0.555,0,0,0,0,0
unattractive,0,0,0.555,0,0,0.373,0,0
insufferable,0,0,0.555,0,0,0,0,0
arsenic,0,0,0.555,0.703,0,0.484,0,0
atrophy,0,0,0.555,0.438,0,0.719,0,0
varicella,0,0,0.555,0.422,0,0.424,0,0
distaste,0,0,0.555,0,0,0,0,0
coward,0,0,0.555,0.578,0,0.484,0,0
wickedness,0,0,0.555,0,0,0,0,0
sty,0,0,0.547,0,0,0,0,0
suffocating,0,0,0.547,0.858,0,0.703,0,0
purgatory,0,0,0.547,0.656,0,0,0,0
burglar,0,0,0.547,0.594,0,0,0,0
ogre,0,0,0.547,0.609,0,0,0,0
vesicular,0,0,0.547,0,0,0,0,0
greedy,0,0,0.539,0,0,0,0,0
gob,0,0,0.539,0,0,0,0,0
repellant,0,0,0.539,0.373,0,0,0,0
drunken,0,0,0.539,0,0,0,0,0
shame,0,0,0.539,0.344,0,0.594,0,0
fatty,0,0,0.539,0,0,0.312,0,0
liar,0,0,0.539,0,0,0,0,0
sloth,0,0,0.539,0,0,0,0,0
pig,0,0,0.539,0,0,0,0,0
lethal,0,0,0.536,0.806,0,0.797,0,0
burnt,0,0,0.531,0,0,0,0,0
withered,0,0,0.531,0,0,0,0,0
